head_entity	relation	tail_entity	ID
APT34	target_organization	government organization	7377
APT34	relate_to	Middle East	7378
government organization	org_located_at	Middle East	7379
Kaspersky	find	APT33	7380
Kaspersky	find	group	7381
APT33	hacker_active_time	2013	7382
group	hacker_active_time	2013	7383
Kaspersky	find	APT33	7384
APT33	use_tool	DROPSHOT dropper	7385
APT32	use_tool	backdoors	7386
APT32	use_tool	scripts	7387
APT32	hacker_active_time	April	7388
APT32	hacker_active_time	2017	7389
APT32	use_tool	backdoors	7390
APT32	use_tool	scripts	7391
APT32	hacker_active_time	April	7392
APT32	hacker_active_time	2017	7393
Mandiant	find	FIN7	7394
Kaspersky	find	group	7395
Kaspersky	find	Carbanak	7396
Kaspersky	sec_active_time	February 2015	7397
FireEye	find	APT32	7398
APT32	target_organization	Vietnam’s manufacturing	7399
APT32	target_industry	consumer products	7400
APT32	target_industry	hospitality	7401
FireEye	find	APT32	7402
iSIGHT	find	APT32	7403
Mandiant	find	APT32	7404
FireEye	find	APT32	7405
APT32	target_organization	Vietnamese	7406
APT32	target_organization	government	7407
FireEye	sec_active_time	May	7408
FireEye	sec_active_time	June 2017	7409
FireEye	find	APT19	7410
FireEye	find	group	7411
APT19	target_organization	Chinese government	7412
group	target_organization	Chinese government	7413
APT10	hacker_active_time	2009	7414
FireEye	hacker_active_time	2009	7415
APT10	use_way	spear phishes	7416
FireEye ISIGHT Intelligence	find	APT10	7417
FireEye’s	find	APT28	7418
APT28	target_organization	Russian government	7419
FireEye	find	APT28	7420
FireEye	sec_active_time	April 2015	7421
APT30	hacker_active_time	April 2015	7422
FireEye	find	APT30	7423
APT30	relate_to	China-based	7424
FireEye iSIGHT	find	Vendetta Brothers	7425
Vendetta Brothers	launch	tracking	7426
Google	find	APT28	7427
Microsoft	find	APT28	7428
APT28	exploit	CVE-2016-7855	7429
McAfee	find	Group	7430
McAfee	find	Lazarus	7431
McAfee	find	Lazarus	7432
Lazarus	have_file	malicious document	7433
Lazarus	have_file	malicious document	7434
Lazarus	hacker_active_time	2017	7435
Talos	sec_active_time	November 2017	7436
Group123	hacker_active_time	November 2017	7437
Talos	find	Group123	7438
Group123	launch	attacks	7439
BitDefender	sec_active_time	July 18 2017	7440
BitDefender	find	DarkHotel	7441
ESET	find	Turla	7442
Turla	use_tool	PowerShell scripts	7443
Kaspersky	find	Turla	7444
Turla	have_file	backdoor	7445
Symantec	find	Waterbug	7446
Microstep Intelligence Bureau	find	Gamaredon	7447
Gamaredon	target_organization	Ukrainian government	7448
Kaspersky	find	SixLittleMonkeys	7449
SixLittleMonkeys	launch	active campaign	7450
SixLittleMonkeys	relate_to	Chinese	7451
SixLittleMonkeys	use_tool	Microcin Trojan	7452
SixLittleMonkeys	use_tool	RAT	7453
Trend Micro	find	BlackTech	7454
BlackTech	relate_to	Asia	7455
Palo Alto	find	LuckyMouse	7456
LuckyMouse	use_tool	web shells	7457
LuckyMouse	target_organization	government organizations	7458
LuckyMouse	relate_to	Middle	7459
LuckyMouse	relate_to	East	7460
government organizations	org_located_at	Middle	7461
government organizations	org_located_at	East	7462
Talos	find	MuddyWater	7463
MuddyWater	launch	BlackWater campaign	7464
Trend Micro	find	MuddyWater’s	7465
MuddyWater’s	have_file	POWERSTATS v3	7466
Kaspersky	find	groups	7467
groups	use_way	stealing data	7468
Kaspersky	find	ZooPark	7469
ZooPark	use_way	stealing data	7470
Recorded Future	find	APT33	7471
APT33	relate_to	Saudi	7472
Kaspersky	find	Lazarus	7473
Lazarus	target_industry	mobile gaming	7474
Lazarus	relate_to	South Korea	7475
Lazarus	have_purpose	stealing	7476
Lazarus	have_purpose	application	7477
mobile gaming	idus_located_at	South Korea	7478
Kaspersky	find	ScarCruft	7479
ScarCruft	use_tool	ROKRAT	7480
ESET	find	OceanLotus	7481
OceanLotus	have_file	sample	7482
OceanLotus	use_way	uploaded to VirusTotal	7483
Kaspersky	find	actor	7484
PLATINUM	find	actor	7485
FireEye	find	TEMP.Periscope	7486
FireEye	find	Leviathan	7487
FireEye	find	TEMP.Jumper	7488
APT40	find	TEMP.Periscope	7489
APT40	find	Leviathan	7490
APT40	find	TEMP.Jumper	7491
TEMP.Periscope	relate_to	Chinese	7492
Leviathan	relate_to	Chinese	7493
TEMP.Jumper	relate_to	Chinese	7494
Kaspersky	sec_active_time	January	7495
PROJECTM	hacker_active_time	January	7496
MYTHIC LEOPARD	hacker_active_time	January	7497
Kaspersky	find	PROJECTM	7498
Kaspersky	find	MYTHIC LEOPARD	7499
PROJECTM	relate_to	Indian	7500
PROJECTM	target_industry	military	7501
MYTHIC LEOPARD	relate_to	Indian	7502
MYTHIC LEOPARD	target_industry	military	7503
military	idus_located_at	Indian	7504
OceanLotus	use_tool	KerrDown	7505
Palo Alto	find	OceanLotus	7506
ESET	find	OceanLotus’s	7507
Kaspersky's	sec_active_time	mid-2018	7508
Kaspersky's	find	Lazarus	7509
Kaspersky	find	MuddyWater	7510
Kaspersky	find	Oilrig	7511
Kaspersky	find	Stonedrill	7512
FireEye	sec_active_time	August 2019	7513
FireEye	find	APT41	7514
FireEye	find	APT41	7515
APT41	relate_to	Chinese	7516
APT41	target_industry	financially	7517
Group-IB	find	Silence’	7518
Group-IB	find	MoneyTaker	7519
MoneyTaker	target_industry	banks	7520
MoneyTaker	relate_to	USA	7521
MoneyTaker	relate_to	Russia	7522
banks	idus_located_at	USA	7523
banks	idus_located_at	Russia	7524
Group-IB	find	Lazarus	7525
Kaspersky	find	Sofacy’s	7526
Kaspersky	find	Scarcruft	7527
Kaspersky	find	Bluenoroff	7528
Scarcruft	relate_to	Korean	7529
Bluenoroff	relate_to	Korean	7530
Kaspersky	find	BlackOasis	7531
Kaspersky	find	BlackOasis’	7532
Kaspersky	sec_active_time	May 2016	7533
BlackOasis’	hacker_active_time	May 2016	7534
BlackOasis’	exploit	zero day	7535
Sandworm Team	have_file	BlackEnergy 3	7536
Sandworm Team	relate_to	Ukraine	7537
Sandworm Team	hacker_active_time	2015	7538
groups	relate_to	North Korean	7539
groups	target_organization	government	7540
groups	target_industry	electric	7541
groups	relate_to	South Korea	7542
government	org_located_at	North Korean	7543
electric	idus_located_at	South Korea	7544
actors	have_file	KHNP documents	7545
actors	target_organization	South Korean Government	7546
actors	relate_to	North Korea	7547
APT32	launch	campaign	7548
APT32	have_file	ActiveMime files	7549
APT32	use_way	social engineering	7550
APT32	have_file	malicious attachments	7551
APT32	use_way	spear-phishing	7552
APT19	have_file	Microsoft Excel files	7553
APT19	have_purpose	deliver	7554
attacker	hacker_active_time	February	7555
APT28’s	hacker_active_time	February	7556
attacker	have_file	Trojan ransomware	7557
APT28’s	have_file	Trojan ransomware	7558
FIN7	use_tool	PowerShell script	7559
FIN7	have_file	sdbinst.exe”	7560
Mandiant	find	FIN7	7561
FIN7	have_file	services.exe”	7562
FIN7	use_tool	CARBANAK	7563
FIN7’s	launch	campaign	7564
FIN7’s	have_file	malicious emails	7565
APT19	have_file	regsvr32.exe	7566
APT19	hacker_active_time	2017	7567
APT19	target_organization	law firms	7568
WannaCry	have_file	malware	7569
WannaCry	use_way	stolen credentials	7570
WannaCry	use_way	SMB exploits	7571
WannaCry	use_tool	EternalBlue exploit	7572
WannaCry	hacker_active_time	May 2017	7573
attackers	have_file	Ploutus-D	7574
actors	use_way	inject shellcode	7575
actors	have_file	userinit.exe	7576
Whitefly	use_tool	dropper	7577
Whitefly	have_file	malicious.exe	7578
Whitefly	have_file	.dll file	7579
admin@338	use_tool	LOWBALL malware	7580
admin@338	have_file	upload.bat	7581
APT32	hacker_active_time	2014	7582
APT32	use_way	spear-phishing attachment	7583
APT32	have_file	Vietnam.exe	7584
APT32	launch	activity	7585
APT32	relate_to	Vietnamese	7586
APT32	target_organization	diaspora	7587
APT32	relate_to	Southeast Asia	7588
diaspora	org_located_at	Vietnamese	7589
diaspora	org_located_at	Southeast Asia	7590
APT32	hacker_active_time	2014	7591
APT32	use_way	spear-phishing attachment	7592
APT32	have_file	Vietnam.exe	7593
APT33	hacker_active_time	May 2017	7594
APT33	relate_to	Saudi	7595
APT33	target_organization	organization	7596
APT33	relate_to	South Korean	7597
APT33	target_organization	business conglomerate	7598
APT33	have_file	malicious file	7599
APT33	relate_to	Saudi Arabian	7600
APT33	target_organization	petrochemical company	7601
organization	org_located_at	Saudi	7602
business conglomerate	org_located_at	South Korean	7603
petrochemical company	org_located_at	Saudi Arabian	7604
APT33	hacker_active_time	May 2017	7605
APT33	relate_to	Saudi	7606
APT33	relate_to	South Korea	7607
APT33	have_file	malicious file	7608
REDBALDKNIGHT	relate_to	Japan	7609
REDBALDKNIGHT	hacker_active_time	2008	7610
REDBALDKNIGHT	have_file	decoy documents	7611
REDBALDKNIGHT	relate_to	Japanese	7612
REDBALDKNIGHT	hacker_active_time	2008	7613
REDBALDKNIGHT	have_file	decoy documents	7614
attackers	have_file	Carbanak	7615
attackers	use_tool	backdoor	7616
Honeybee	use_tool	Word document	7617
Honeybee	have_file	manual.doc	7618
Honeybee	relate_to	Vietnam	7619
Honeybee	hacker_active_time	January 17	7620
Ke3chang	exploit	Java zero-day vulnerability	7621
Ke3chang	exploit	CVE-2012-4681	7622
Ke3chang	have_file	Microsoft Word	7623
Ke3chang	exploit	CVE-2010-3333	7624
Ke3chang	use_tool	Adobe PDF Reader	7625
Ke3chang	exploit	CVE-2010-2883	7626
HIDDEN COBRA	have_file	IOC files	7627
HIDDEN COBRA	use_tool	FALLCHILL	7628
HIDDEN COBRA	have_file	IOC files	7629
HIDDEN COBRA	use_tool	FALLCHILL	7630
Leviathan	have_file	macro-laden Microsoft Word documents	7631
Leviathan	relate_to	US	7632
Leviathan	target_organization	development organizations	7633
development organizations	org_located_at	US	7634
APT32	launch	campaign	7635
APT32	use_way	social engineering emails	7636
APT32	have_file	Microsoft ActiveMime file	7637
APT32	have_purpose	deliver malicious macros	7638
DeepSight Managed Adversary and Threat Intelligence	find	Seedworm	7639
DeepSight Managed Adversary and Threat Intelligence	find	group	7640
DeepSight Managed Adversary and Threat Intelligence	find	group	7641
MATI	find	Seedworm	7642
MATI	find	group	7643
MATI	find	group	7644
Seedworm	have_file	Backdoor.Powemuddy	7645
group	have_file	Backdoor.Powemuddy	7646
group	have_file	Backdoor.Powemuddy	7647
Seedworm	have_file	Powermud backdoor	7648
Seedworm	use_tool	POWERSTATS	7649
group	have_file	Powermud backdoor	7650
group	have_file	Powermud backdoor	7651
group	use_tool	POWERSTATS	7652
group	use_tool	POWERSTATS	7653
OilRig	have_file	Clayslide delivery documents	7654
Clayslide delivery documents	file_have_feature	runs the malicious macro	7655
Clayslide delivery documents	file_have_feature	compromises the system	7656
OilRig	launch	January 8 attack	7657
OilRig	have_file	ThreeDollars delivery document	7658
OilRig	launch	attacks	7659
OilRig	hacker_active_time	August 2017	7660
OilRig	launch	testing activities	7661
OilRig	launch	OilRig attack	7662
OilRig	relate_to	Middle Eastern	7663
OilRig	target_industry	government	7664
OilRig	have_file	N56.15.doc	7665
government	idus_located_at	Middle Eastern	7666
attackers	use_way	emails	7667
attackers	have_file	XLS files	7668
attackers	target_organization	employees working in the banking sector	7669
attackers	relate_to	Middle East	7670
employees working in the banking sector	org_located_at	Middle East	7671
Sowbug	hacker_active_time	September 2016	7672
Sowbug	relate_to	Asia	7673
Sowbug	use_tool	Felismus backdoor	7674
Sowbug	have_file	adobecms.exe	7675
Sowbug	have_file	CSIDL_WINDOWS\debug	7676
Deepen	find	APT6	7677
APT6	use_way	spear phishing	7678
APT6	use_tool	PDF	7679
APT6	use_tool	ZIP	7680
APT6	have_file	SCR file	7681
Bahamut	have_file	Devoted To Humanity	7682
Barium	target_organization	Microsoft	7683
Barium	have_file	Win32/ShadowPad.A	7684
Patchwork	have_file	RTF files	7685
Patchwork	exploit	CVE-2017-8570	7686
Symantec	sec_active_time	2012	7687
Symantec	find	Elderwood Gang	7688
Symantec	find	Hidden Lynx	7689
Elderwood Gang	launch	Elderwood Project	7690
Hidden Lynx	launch	Elderwood Project	7691
Elderwood Gang	launch	Operation Aurora	7692
Hidden Lynx	launch	Operation Aurora	7693
Elderwood Gang	use_tool	Trojan.Naid	7694
Hidden Lynx	use_tool	Trojan.Naid	7695
Elderwood Gang	have_file	Backdoor.Moudoor	7696
Hidden Lynx	have_file	Backdoor.Moudoor	7697
Elderwood Gang	use_tool	Aurora	7698
Hidden Lynx	use_tool	Aurora	7699
Bisonal malware	hacker_active_time	2012	7700
Bisonal malware	have_file	Bisonal	7701
Bisonal malware	use_way	HTTP POST	7702
Gamaredon	have_file	implant	7703
EvilGnome	use_tool	SFX	7704
EvilGnome	have_file	Windows tools	7705
Ghost Dragon	have_file	Gh0st RAT	7706
APT10	use_tool	Visma	7707
APT10	use_tool	1.bat	7708
APT10	use_tool	cu.exe	7709
APT10	use_tool	ss.rar	7710
APT10	use_tool	r.exe	7711
APT10	use_tool	pd.exe	7712
Insikt Group	have_file	Citrix-hosted	7713
Insikt Group	hacker_active_time	August 17	7714
Citrix-hosted	file_have_feature	VPN endpoint	7715
DragonOK	have_file	KHRAT	7716
DragonOK	use_tool	backdoor trojan	7717
DragonOK	relate_to	China-linked	7718
threat group	have_file	POWERSTATS	7719
threat group	have_file	PowerShell backdoor	7720
MuddyWater	use_tool	INF ﬁles	7721
MuddyWater	use_tool	Advpack.dll	7722
MuddyWater	use_tool	IEAdvpack.dll	7723
malware	file_have_feature	provides	7724
attackers	have_file	malware	7725
CMD/PowerShell	tool_have_feature	provides	7726
attackers	use_tool	CMD/PowerShell	7727
attackers	have_purpose	execute scripts/commands	7728
actor	use_tool	Panda Banker	7729
actor	relate_to	Japanese	7730
Arbor	find	actor	7731
actor	have_file	Panda Banker	7732
VPSs	relate_to	South	7733
VPSs	relate_to	Africa	7734
Winnti	have_file	HIGHNOON	7735
HIGHNOON	file_have_feature	significant conflation	7736
Winnti	hacker_active_time	2013	7737
attackers	have_file	China Chopper	7738
China Chopper	file_have_feature	control	7739
attacker	have_file	China Chopper	7740
attacker	exploit	CVE-2015-0062	7741
attacker	exploit	CVE-2015-1701	7742
attacker	exploit	CVE-2016-0099	7743
ITG08’s	use_way	spear phishing	7744
ITG08’s	use_way	intrusion tactics	7745
ITG08’s	use_way	covering information	7746
ITG08’s	have_file	More_eggs backdoor	7747
iSiGHT Partners	find	Sandworm Team	7748
iSiGHT Partners	sec_active_time	October 2014	7749
Sandworm Team	launch	activities	7750
Sandworm Team	hacker_active_time	October 2014	7751
Sandworm Team	exploit	zero-day exploit	7752
Sandworm Team	exploit	CVE-2014-4114	7753
group	use_tool	legitimate administration tools	7754
group	have_purpose	fly under the radar	7755
group	launch	malicious activity	7756
FireEye	find	actors	7757
FireEye	find	APT28	7758
actors	target_industry	financially	7759
actors	exploit	CVE-2017-0261	7760
actors	exploit	CVE-2017-0262	7761
actors	exploit	CVE-2017-0263	7762
APT28	target_industry	financially	7763
APT28	exploit	CVE-2017-0261	7764
APT28	exploit	CVE-2017-0262	7765
APT28	exploit	CVE-2017-0263	7766
actors	exploit	CVE-2017-8759	7767
actors	exploit	EternalBlue	7768
actors	use_tool	Metasploit	7769
Shadow Brokers	exploit	EternalBlue”	7770
Shadow Brokers	hacker_active_time	April 14	7771
Shadow Brokers	hacker_active_time	2017	7772
attackers	have_file	MS PowerPoint document	7773
attackers	exploit	CVE-2014-6352	7774
Patchwork	have_file	MS PowerPoint document	7775
Patchwork	exploit	CVE-2014-6352	7776
Pitty Tiger group	have_file	Microsoft Office Word document	7777
Pitty Tiger group	exploit	CVE-2012-0158	7778
PLATINUM	use_way	spear phishing tactics	7779
PLATINUM	use_way	phishing	7780
PLATINUM	target_organization	specific individuals	7781
PLATINUM	exploit	zero-day exploits	7782
group	use_way	spear phishing tactics	7783
group	use_way	phishing	7784
group	target_organization	specific individuals	7785
group	exploit	zero-day exploits	7786
criminals	exploit	Carbanak	7787
criminals	launch	campaign	7788
criminals	use_way	APT techniques	7789
criminals	target_industry	financial industry	7790
criminals	target_organization	customers	7791
attackers	use_tool	PIVY	7792
attackers	launch	2011 campaign	7793
attackers	target_organization	chemical makers	7794
attackers	target_organization	government agencies	7795
attackers	target_organization	defense contractors	7796
attackers	exploit	zero-day vulnerability	7797
attackers	use_tool	PIVY	7798
attackers	hacker_active_time	2012	7799
